name,competition,heat,date,total_time,lane,place,reaction_time,total_strides,hurdle_id,hurdle_timing,interval,velocity,strides,event,W/M,temporary_place,race_id
"Abt, Gudrun","1988 Olympic Games (Seoul, KOR)",FINAL,1988-09-28,54.04,8.0,6,0.316,179.0,1,6.53,6.53,6.89,23.0,400m_H,W,4.0,1988_OG_FINAL
"Abt, Gudrun","1988 Olympic Games (Seoul, KOR)",FINAL,1988-09-28,54.04,8.0,6,0.316,179.0,2,10.69,4.16,8.41,15.0,400m_H,W,5.0,1988_OG_FINAL
"Abt, Gudrun","1988 Olympic Games (Seoul, KOR)",FINAL,1988-09-28,54.04,8.0,6,0.316,179.0,3,14.98,4.29,8.16,15.0,400m_H,W,5.0,1988_OG_FINAL
"Abt, Gudrun","1988 Olympic Games (Seoul, KOR)",FINAL,1988-09-28,54.04,8.0,6,0.316,179.0,4,19.3,4.32,8.1,15.0,400m_H,W,5.0,1988_OG_FINAL
"Abt, Gudrun","1988 Olympic Games (Seoul, KOR)",FINAL,1988-09-28,54.04,8.0,6,0.316,179.0,5,23.82,4.52,7.74,15.0,400m_H,W,5.0,1988_OG_FINAL
"Abt, Gudrun","1988 Olympic Games (Seoul, KOR)",FINAL,1988-09-28,54.04,8.0,6,0.316,179.0,6,28.43,4.61,7.59,15.0,400m_H,W,4.0,1988_OG_FINAL
"Abt, Gudrun","1988 Olympic Games (Seoul, KOR)",FINAL,1988-09-28,54.04,8.0,6,0.316,179.0,7,33.11,4.68,7.48,15.0,400m_H,W,4.0,1988_OG_FINAL
"Abt, Gudrun","1988 Olympic Games (Seoul, KOR)",FINAL,1988-09-28,54.04,8.0,6,0.316,179.0,8,37.95,4.84,7.23,15.0,400m_H,W,4.0,1988_OG_FINAL
"Abt, Gudrun","1988 Olympic Games (Seoul, KOR)",FINAL,1988-09-28,54.04,8.0,6,0.316,179.0,9,43.04,5.09,6.88,16.0,400m_H,W,4.0,1988_OG_FINAL
"Abt, Gudrun","1988 Olympic Games (Seoul, KOR)",FINAL,1988-09-28,54.04,8.0,6,0.316,179.0,10,48.28,5.24,6.68,16.0,400m_H,W,4.0,1988_OG_FINAL
"Abt, Gudrun","1988 Olympic Games (Seoul, KOR)",FINAL,1988-09-28,54.04,8.0,6,0.316,179.0,11,54.04,5.76,6.94,19.0,400m_H,W,3.0,1988_OG_FINAL
"Abt, Gudrun","1988 Olympic Games (Seoul, KOR)",Semi-Final 2 ,1988-09-26,54.52,5.0,3,0.346,180.0,1,6.51,6.51,6.91,23.0,400m_H,W,3.0,1988_OG_Semi-Final 2 
"Abt, Gudrun","1988 Olympic Games (Seoul, KOR)",Semi-Final 2 ,1988-09-26,54.52,5.0,3,0.346,180.0,2,10.67,4.16,8.41,15.0,400m_H,W,4.0,1988_OG_Semi-Final 2 
"Abt, Gudrun","1988 Olympic Games (Seoul, KOR)",Semi-Final 2 ,1988-09-26,54.52,5.0,3,0.346,180.0,3,14.94,4.27,8.2,15.0,400m_H,W,2.0,1988_OG_Semi-Final 2 
"Abt, Gudrun","1988 Olympic Games (Seoul, KOR)",Semi-Final 2 ,1988-09-26,54.52,5.0,3,0.346,180.0,4,19.3,4.36,8.03,15.0,400m_H,W,2.0,1988_OG_Semi-Final 2 
"Abt, Gudrun","1988 Olympic Games (Seoul, KOR)",Semi-Final 2 ,1988-09-26,54.52,5.0,3,0.346,180.0,5,23.76,4.46,7.85,15.0,400m_H,W,2.0,1988_OG_Semi-Final 2 
"Abt, Gudrun","1988 Olympic Games (Seoul, KOR)",Semi-Final 2 ,1988-09-26,54.52,5.0,3,0.346,180.0,6,28.45,4.69,7.46,15.0,400m_H,W,2.0,1988_OG_Semi-Final 2 
"Abt, Gudrun","1988 Olympic Games (Seoul, KOR)",Semi-Final 2 ,1988-09-26,54.52,5.0,3,0.346,180.0,7,33.27,4.82,7.26,15.0,400m_H,W,3.0,1988_OG_Semi-Final 2 
"Abt, Gudrun","1988 Olympic Games (Seoul, KOR)",Semi-Final 2 ,1988-09-26,54.52,5.0,3,0.346,180.0,8,38.3,5.03,6.96,16.0,400m_H,W,3.0,1988_OG_Semi-Final 2 
"Abt, Gudrun","1988 Olympic Games (Seoul, KOR)",Semi-Final 2 ,1988-09-26,54.52,5.0,3,0.346,180.0,9,43.4,5.1,6.86,16.0,400m_H,W,3.0,1988_OG_Semi-Final 2 
"Abt, Gudrun","1988 Olympic Games (Seoul, KOR)",Semi-Final 2 ,1988-09-26,54.52,5.0,3,0.346,180.0,10,48.7,5.3,6.6,16.0,400m_H,W,3.0,1988_OG_Semi-Final 2 
"Abt, Gudrun","1988 Olympic Games (Seoul, KOR)",Semi-Final 2 ,1988-09-26,54.52,5.0,3,0.346,180.0,11,54.52,5.82,6.87,19.0,400m_H,W,3.0,1988_OG_Semi-Final 2 
"Adekoya, Kemi","2023 World Athletics Championships (Budapest, HUN)",FINAL,2023-08-24,53.09,7.0,4,0.207,182.0,1,6.34,6.34,7.1,23.0,400m_H,W,2.0,2023_WCH_FINAL
"Adekoya, Kemi","2023 World Athletics Championships (Budapest, HUN)",FINAL,2023-08-24,53.09,7.0,4,0.207,182.0,2,10.41,4.07,8.6,15.0,400m_H,W,2.0,2023_WCH_FINAL
"Adekoya, Kemi","2023 World Athletics Championships (Budapest, HUN)",FINAL,2023-08-24,53.09,7.0,4,0.207,182.0,3,14.48,4.07,8.6,15.0,400m_H,W,3.0,2023_WCH_FINAL
"Adekoya, Kemi","2023 World Athletics Championships (Budapest, HUN)",FINAL,2023-08-24,53.09,7.0,4,0.207,182.0,4,18.55,4.07,8.6,15.0,400m_H,W,3.0,2023_WCH_FINAL
"Adekoya, Kemi","2023 World Athletics Championships (Budapest, HUN)",FINAL,2023-08-24,53.09,7.0,4,0.207,182.0,5,22.82,4.27,8.2,15.0,400m_H,W,3.0,2023_WCH_FINAL
"Adekoya, Kemi","2023 World Athletics Championships (Budapest, HUN)",FINAL,2023-08-24,53.09,7.0,4,0.207,182.0,6,27.23,4.41,7.94,15.0,400m_H,W,3.0,2023_WCH_FINAL
"Adekoya, Kemi","2023 World Athletics Championships (Budapest, HUN)",FINAL,2023-08-24,53.09,7.0,4,0.207,182.0,7,31.73,4.5,7.78,15.0,400m_H,W,3.0,2023_WCH_FINAL
"Adekoya, Kemi","2023 World Athletics Championships (Budapest, HUN)",FINAL,2023-08-24,53.09,7.0,4,0.207,182.0,8,36.64,4.91,7.13,16.0,400m_H,W,3.0,2023_WCH_FINAL
"Adekoya, Kemi","2023 World Athletics Championships (Budapest, HUN)",FINAL,2023-08-24,53.09,7.0,4,0.207,182.0,9,41.74,5.1,6.86,16.0,400m_H,W,3.0,2023_WCH_FINAL
"Adekoya, Kemi","2023 World Athletics Championships (Budapest, HUN)",FINAL,2023-08-24,53.09,7.0,4,0.207,182.0,10,47.18,5.44,6.43,17.0,400m_H,W,3.0,2023_WCH_FINAL
"Adekoya, Kemi","2023 World Athletics Championships (Budapest, HUN)",FINAL,2023-08-24,53.09,7.0,4,0.207,182.0,11,53.09,5.91,6.77,20.0,400m_H,W,3.0,2023_WCH_FINAL
"Adekoya, Kemi","2023 World Athletics Championships (Budapest, HUN)",Heat 3,2023-08-21,53.56,8.0,1,0.191,182.5,1,6.4,6.4,7.03,23.0,400m_H,W,2.0,2023_WCH_Heat 3
"Adekoya, Kemi","2023 World Athletics Championships (Budapest, HUN)",Heat 3,2023-08-21,53.56,8.0,1,0.191,182.5,2,10.3,3.9,8.97,15.0,400m_H,W,2.0,2023_WCH_Heat 3
"Adekoya, Kemi","2023 World Athletics Championships (Budapest, HUN)",Heat 3,2023-08-21,53.56,8.0,1,0.191,182.5,3,14.36,4.06,8.62,15.0,400m_H,W,2.0,2023_WCH_Heat 3
"Adekoya, Kemi","2023 World Athletics Championships (Budapest, HUN)",Heat 3,2023-08-21,53.56,8.0,1,0.191,182.5,4,18.37,4.01,8.73,15.0,400m_H,W,2.0,2023_WCH_Heat 3
"Adekoya, Kemi","2023 World Athletics Championships (Budapest, HUN)",Heat 3,2023-08-21,53.56,8.0,1,0.191,182.5,5,22.73,4.36,8.03,15.0,400m_H,W,2.0,2023_WCH_Heat 3
"Adekoya, Kemi","2023 World Athletics Championships (Budapest, HUN)",Heat 3,2023-08-21,53.56,8.0,1,0.191,182.5,6,27.3,4.57,7.66,15.0,400m_H,W,2.0,2023_WCH_Heat 3
"Adekoya, Kemi","2023 World Athletics Championships (Budapest, HUN)",Heat 3,2023-08-21,53.56,8.0,1,0.191,182.5,7,31.9,4.6,7.61,15.0,400m_H,W,1.0,2023_WCH_Heat 3
"Adekoya, Kemi","2023 World Athletics Championships (Budapest, HUN)",Heat 3,2023-08-21,53.56,8.0,1,0.191,182.5,8,36.73,4.83,7.25,16.0,400m_H,W,1.0,2023_WCH_Heat 3
"Adekoya, Kemi","2023 World Athletics Championships (Budapest, HUN)",Heat 3,2023-08-21,53.56,8.0,1,0.191,182.5,9,42.0,5.27,6.64,17.0,400m_H,W,1.0,2023_WCH_Heat 3
"Adekoya, Kemi","2023 World Athletics Championships (Budapest, HUN)",Heat 3,2023-08-21,53.56,8.0,1,0.191,182.5,10,47.38,5.38,6.51,17.0,400m_H,W,1.0,2023_WCH_Heat 3
"Adekoya, Kemi","2023 World Athletics Championships (Budapest, HUN)",Heat 3,2023-08-21,53.56,8.0,1,0.191,182.5,11,53.56,6.18,6.47,19.5,400m_H,W,1.0,2023_WCH_Heat 3
"Adekoya, Kemi","2017 Golden Gala Pietro Mennea (Rome, ITA)",FINAL,2017-06-08,55.63,2.0,6,0.169,190.7,1,6.36,6.36,7.08,23.0,400m_H,W,2.0,2017_DL_SUI_FINAL
"Adekoya, Kemi","2017 Golden Gala Pietro Mennea (Rome, ITA)",FINAL,2017-06-08,55.63,2.0,6,0.169,190.7,2,10.64,4.28,8.18,15.0,400m_H,W,3.0,2017_DL_SUI_FINAL
"Adekoya, Kemi","2017 Golden Gala Pietro Mennea (Rome, ITA)",FINAL,2017-06-08,55.63,2.0,6,0.169,190.7,3,14.96,4.32,8.1,16.0,400m_H,W,4.0,2017_DL_SUI_FINAL
"Adekoya, Kemi","2017 Golden Gala Pietro Mennea (Rome, ITA)",FINAL,2017-06-08,55.63,2.0,6,0.169,190.7,4,19.56,4.6,7.61,16.0,400m_H,W,6.0,2017_DL_SUI_FINAL
"Adekoya, Kemi","2017 Golden Gala Pietro Mennea (Rome, ITA)",FINAL,2017-06-08,55.63,2.0,6,0.169,190.7,5,24.2,4.64,7.54,16.0,400m_H,W,6.0,2017_DL_SUI_FINAL
"Adekoya, Kemi","2017 Golden Gala Pietro Mennea (Rome, ITA)",FINAL,2017-06-08,55.63,2.0,6,0.169,190.7,6,29.04,4.84,7.23,17.0,400m_H,W,7.0,2017_DL_SUI_FINAL
"Adekoya, Kemi","2017 Golden Gala Pietro Mennea (Rome, ITA)",FINAL,2017-06-08,55.63,2.0,6,0.169,190.7,7,34.16,5.12,6.84,17.0,400m_H,W,7.0,2017_DL_SUI_FINAL
"Adekoya, Kemi","2017 Golden Gala Pietro Mennea (Rome, ITA)",FINAL,2017-06-08,55.63,2.0,6,0.169,190.7,8,39.36,5.2,6.73,17.0,400m_H,W,9.0,2017_DL_SUI_FINAL
"Adekoya, Kemi","2017 Golden Gala Pietro Mennea (Rome, ITA)",FINAL,2017-06-08,55.63,2.0,6,0.169,190.7,9,44.6,5.24,6.68,17.0,400m_H,W,9.0,2017_DL_SUI_FINAL
"Adekoya, Kemi","2017 Golden Gala Pietro Mennea (Rome, ITA)",FINAL,2017-06-08,55.63,2.0,6,0.169,190.7,10,49.92,5.32,6.58,17.0,400m_H,W,9.0,2017_DL_SUI_FINAL
"Adekoya, Kemi","2017 Golden Gala Pietro Mennea (Rome, ITA)",FINAL,2017-06-08,55.63,2.0,6,0.169,190.7,11,55.63,5.71,7.01,19.7,400m_H,W,6.0,2017_DL_SUI_FINAL
"Adekoya, Kemi","2016 Birmingham Diamond League (Birmingham, GBR)",FINAL,2016-06-05,55.28,6.0,5,0.195,190.0,1,6.43,6.43,7.0,24.0,400m_H,W,3.0,2016_DL_GBR_FINAL
"Adekoya, Kemi","2016 Birmingham Diamond League (Birmingham, GBR)",FINAL,2016-06-05,55.28,6.0,5,0.195,190.0,2,10.63,4.2,8.33,15.0,400m_H,W,5.0,2016_DL_GBR_FINAL
"Adekoya, Kemi","2016 Birmingham Diamond League (Birmingham, GBR)",FINAL,2016-06-05,55.28,6.0,5,0.195,190.0,3,15.0,4.37,8.01,16.0,400m_H,W,5.0,2016_DL_GBR_FINAL
"Adekoya, Kemi","2016 Birmingham Diamond League (Birmingham, GBR)",FINAL,2016-06-05,55.28,6.0,5,0.195,190.0,4,19.37,4.37,8.01,16.0,400m_H,W,4.0,2016_DL_GBR_FINAL
"Adekoya, Kemi","2016 Birmingham Diamond League (Birmingham, GBR)",FINAL,2016-06-05,55.28,6.0,5,0.195,190.0,5,23.87,4.5,7.78,16.0,400m_H,W,4.0,2016_DL_GBR_FINAL
"Adekoya, Kemi","2016 Birmingham Diamond League (Birmingham, GBR)",FINAL,2016-06-05,55.28,6.0,5,0.195,190.0,6,28.67,4.8,7.29,16.0,400m_H,W,5.0,2016_DL_GBR_FINAL
"Adekoya, Kemi","2016 Birmingham Diamond League (Birmingham, GBR)",FINAL,2016-06-05,55.28,6.0,5,0.195,190.0,7,33.57,4.9,7.14,16.0,400m_H,W,5.0,2016_DL_GBR_FINAL
"Adekoya, Kemi","2016 Birmingham Diamond League (Birmingham, GBR)",FINAL,2016-06-05,55.28,6.0,5,0.195,190.0,8,38.7,5.13,6.82,17.0,400m_H,W,5.0,2016_DL_GBR_FINAL
"Adekoya, Kemi","2016 Birmingham Diamond League (Birmingham, GBR)",FINAL,2016-06-05,55.28,6.0,5,0.195,190.0,9,43.97,5.27,6.64,17.0,400m_H,W,5.0,2016_DL_GBR_FINAL
"Adekoya, Kemi","2016 Birmingham Diamond League (Birmingham, GBR)",FINAL,2016-06-05,55.28,6.0,5,0.195,190.0,10,49.27,5.3,6.6,17.0,400m_H,W,5.0,2016_DL_GBR_FINAL
"Adekoya, Kemi","2016 Birmingham Diamond League (Birmingham, GBR)",FINAL,2016-06-05,55.28,6.0,5,0.195,190.0,11,55.28,6.01,6.66,20.0,400m_H,W,5.0,2016_DL_GBR_FINAL
"Adekoya, Kemi","2016 Meeting International Mohammed VI D'Athletisme (Rabat, MAR)",FINAL,2016-05-22,55.33,6.0,5,0.180,192.2,1,6.4,6.4,7.03,24.0,400m_H,W,3.0,2016_DL_MAR_FINAL
"Adekoya, Kemi","2016 Meeting International Mohammed VI D'Athletisme (Rabat, MAR)",FINAL,2016-05-22,55.33,6.0,5,0.180,192.2,2,10.76,4.36,8.03,16.0,400m_H,W,4.0,2016_DL_MAR_FINAL
"Adekoya, Kemi","2016 Meeting International Mohammed VI D'Athletisme (Rabat, MAR)",FINAL,2016-05-22,55.33,6.0,5,0.180,192.2,3,15.12,4.36,8.03,16.0,400m_H,W,5.0,2016_DL_MAR_FINAL
"Adekoya, Kemi","2016 Meeting International Mohammed VI D'Athletisme (Rabat, MAR)",FINAL,2016-05-22,55.33,6.0,5,0.180,192.2,4,19.56,4.44,7.88,16.0,400m_H,W,5.0,2016_DL_MAR_FINAL
"Adekoya, Kemi","2016 Meeting International Mohammed VI D'Athletisme (Rabat, MAR)",FINAL,2016-05-22,55.33,6.0,5,0.180,192.2,5,24.04,4.48,7.81,16.0,400m_H,W,5.0,2016_DL_MAR_FINAL
"Adekoya, Kemi","2016 Meeting International Mohammed VI D'Athletisme (Rabat, MAR)",FINAL,2016-05-22,55.33,6.0,5,0.180,192.2,6,28.72,4.68,7.48,16.0,400m_H,W,5.0,2016_DL_MAR_FINAL
"Adekoya, Kemi","2016 Meeting International Mohammed VI D'Athletisme (Rabat, MAR)",FINAL,2016-05-22,55.33,6.0,5,0.180,192.2,7,33.6,4.88,7.17,17.0,400m_H,W,5.0,2016_DL_MAR_FINAL
"Adekoya, Kemi","2016 Meeting International Mohammed VI D'Athletisme (Rabat, MAR)",FINAL,2016-05-22,55.33,6.0,5,0.180,192.2,8,38.72,5.12,6.84,17.0,400m_H,W,5.0,2016_DL_MAR_FINAL
"Adekoya, Kemi","2016 Meeting International Mohammed VI D'Athletisme (Rabat, MAR)",FINAL,2016-05-22,55.33,6.0,5,0.180,192.2,9,43.92,5.2,6.73,17.0,400m_H,W,5.0,2016_DL_MAR_FINAL
"Adekoya, Kemi","2016 Meeting International Mohammed VI D'Athletisme (Rabat, MAR)",FINAL,2016-05-22,55.33,6.0,5,0.180,192.2,10,49.28,5.36,6.53,17.0,400m_H,W,5.0,2016_DL_MAR_FINAL
"Adekoya, Kemi","2016 Meeting International Mohammed VI D'Athletisme (Rabat, MAR)",FINAL,2016-05-22,55.33,6.0,5,0.180,192.2,11,55.33,6.05,6.61,20.2,400m_H,W,5.0,2016_DL_MAR_FINAL
"Adekoya, Kemi","2016 Doha Diamond League (Doha, QAT)",FINAL,2016-05-06,54.87,2.0,2,0.178,184.5,1,6.52,6.52,6.9,24.0,400m_H,W,6.0,2016_DL_QAT_FINAL
"Adekoya, Kemi","2016 Doha Diamond League (Doha, QAT)",FINAL,2016-05-06,54.87,2.0,2,0.178,184.5,2,10.84,4.32,8.1,15.0,400m_H,W,7.0,2016_DL_QAT_FINAL
"Adekoya, Kemi","2016 Doha Diamond League (Doha, QAT)",FINAL,2016-05-06,54.87,2.0,2,0.178,184.5,3,15.16,4.32,8.1,15.0,400m_H,W,6.0,2016_DL_QAT_FINAL
"Adekoya, Kemi","2016 Doha Diamond League (Doha, QAT)",FINAL,2016-05-06,54.87,2.0,2,0.178,184.5,4,19.56,4.4,7.95,15.0,400m_H,W,6.0,2016_DL_QAT_FINAL
"Adekoya, Kemi","2016 Doha Diamond League (Doha, QAT)",FINAL,2016-05-06,54.87,2.0,2,0.178,184.5,5,24.12,4.56,7.68,15.0,400m_H,W,6.0,2016_DL_QAT_FINAL
"Adekoya, Kemi","2016 Doha Diamond League (Doha, QAT)",FINAL,2016-05-06,54.87,2.0,2,0.178,184.5,6,28.76,4.64,7.54,15.0,400m_H,W,5.0,2016_DL_QAT_FINAL
"Adekoya, Kemi","2016 Doha Diamond League (Doha, QAT)",FINAL,2016-05-06,54.87,2.0,2,0.178,184.5,7,33.56,4.8,7.29,15.0,400m_H,W,3.0,2016_DL_QAT_FINAL
"Adekoya, Kemi","2016 Doha Diamond League (Doha, QAT)",FINAL,2016-05-06,54.87,2.0,2,0.178,184.5,8,38.64,5.08,6.89,17.0,400m_H,W,4.0,2016_DL_QAT_FINAL
"Adekoya, Kemi","2016 Doha Diamond League (Doha, QAT)",FINAL,2016-05-06,54.87,2.0,2,0.178,184.5,9,43.88,5.24,6.68,17.0,400m_H,W,4.0,2016_DL_QAT_FINAL
"Adekoya, Kemi","2016 Doha Diamond League (Doha, QAT)",FINAL,2016-05-06,54.87,2.0,2,0.178,184.5,10,49.16,5.28,6.63,17.0,400m_H,W,4.0,2016_DL_QAT_FINAL
"Adekoya, Kemi","2016 Doha Diamond League (Doha, QAT)",FINAL,2016-05-06,54.87,2.0,2,0.178,184.5,11,54.87,5.71,7.01,19.5,400m_H,W,2.0,2016_DL_QAT_FINAL
"Alimzhanova, Natalya","2002 IAAF World Cup (Madrid, ESP)",FINAL,2002-09-20,56.38,7.0,5,0.208,187.5,1,6.41,6.41,7.02,22.0,400m_H,W,3.0,2002_WC_ESP_FINAL
"Alimzhanova, Natalya","2002 IAAF World Cup (Madrid, ESP)",FINAL,2002-09-20,56.38,7.0,5,0.208,187.5,2,10.66,4.25,8.24,15.0,400m_H,W,4.0,2002_WC_ESP_FINAL
"Alimzhanova, Natalya","2002 IAAF World Cup (Madrid, ESP)",FINAL,2002-09-20,56.38,7.0,5,0.208,187.5,3,15.01,4.35,8.05,15.0,400m_H,W,4.0,2002_WC_ESP_FINAL
"Alimzhanova, Natalya","2002 IAAF World Cup (Madrid, ESP)",FINAL,2002-09-20,56.38,7.0,5,0.208,187.5,4,19.58,4.57,7.66,15.0,400m_H,W,4.0,2002_WC_ESP_FINAL
"Alimzhanova, Natalya","2002 IAAF World Cup (Madrid, ESP)",FINAL,2002-09-20,56.38,7.0,5,0.208,187.5,5,24.38,4.8,7.29,16.0,400m_H,W,5.0,2002_WC_ESP_FINAL
"Alimzhanova, Natalya","2002 IAAF World Cup (Madrid, ESP)",FINAL,2002-09-20,56.38,7.0,5,0.208,187.5,6,29.25,4.87,7.19,16.0,400m_H,W,5.0,2002_WC_ESP_FINAL
"Alimzhanova, Natalya","2002 IAAF World Cup (Madrid, ESP)",FINAL,2002-09-20,56.38,7.0,5,0.208,187.5,7,34.17,4.92,7.11,16.0,400m_H,W,4.0,2002_WC_ESP_FINAL
"Alimzhanova, Natalya","2002 IAAF World Cup (Madrid, ESP)",FINAL,2002-09-20,56.38,7.0,5,0.208,187.5,8,39.36,5.19,6.74,17.0,400m_H,W,4.0,2002_WC_ESP_FINAL
"Alimzhanova, Natalya","2002 IAAF World Cup (Madrid, ESP)",FINAL,2002-09-20,56.38,7.0,5,0.208,187.5,9,44.81,5.45,6.42,18.0,400m_H,W,5.0,2002_WC_ESP_FINAL
"Alimzhanova, Natalya","2002 IAAF World Cup (Madrid, ESP)",FINAL,2002-09-20,56.38,7.0,5,0.208,187.5,10,50.2,5.39,6.49,17.0,400m_H,W,5.0,2002_WC_ESP_FINAL
"Alimzhanova, Natalya","2002 IAAF World Cup (Madrid, ESP)",FINAL,2002-09-20,56.38,7.0,5,0.208,187.5,11,56.38,6.18,6.47,20.5,400m_H,W,5.0,2002_WC_ESP_FINAL
"Alimzhanova, Natalya","1999 IAAF World Championships (Sevilla, ESP)",Semi-Final 2 ,1999-08-23,55.26,8.0,7,0.256,184.5,1,6.16,6.16,7.31,22.0,400m_H,W,3.0,1999_WCH_Semi-Final 2 
"Alimzhanova, Natalya","1999 IAAF World Championships (Sevilla, ESP)",Semi-Final 2 ,1999-08-23,55.26,8.0,7,0.256,184.5,2,10.49,4.33,8.08,15.0,400m_H,W,5.0,1999_WCH_Semi-Final 2 
"Alimzhanova, Natalya","1999 IAAF World Championships (Sevilla, ESP)",Semi-Final 2 ,1999-08-23,55.26,8.0,7,0.256,184.5,3,14.76,4.27,8.2,15.0,400m_H,W,2.0,1999_WCH_Semi-Final 2 
"Alimzhanova, Natalya","1999 IAAF World Championships (Sevilla, ESP)",Semi-Final 2 ,1999-08-23,55.26,8.0,7,0.256,184.5,4,19.15,4.39,7.97,15.0,400m_H,W,2.0,1999_WCH_Semi-Final 2 
"Alimzhanova, Natalya","1999 IAAF World Championships (Sevilla, ESP)",Semi-Final 2 ,1999-08-23,55.26,8.0,7,0.256,184.5,5,23.69,4.54,7.71,15.0,400m_H,W,2.0,1999_WCH_Semi-Final 2 
"Alimzhanova, Natalya","1999 IAAF World Championships (Sevilla, ESP)",Semi-Final 2 ,1999-08-23,55.26,8.0,7,0.256,184.5,6,28.34,4.65,7.53,15.0,400m_H,W,3.0,1999_WCH_Semi-Final 2 
"Alimzhanova, Natalya","1999 IAAF World Championships (Sevilla, ESP)",Semi-Final 2 ,1999-08-23,55.26,8.0,7,0.256,184.5,7,33.25,4.91,7.13,16.0,400m_H,W,4.0,1999_WCH_Semi-Final 2 
"Alimzhanova, Natalya","1999 IAAF World Championships (Sevilla, ESP)",Semi-Final 2 ,1999-08-23,55.26,8.0,7,0.256,184.5,8,38.24,4.99,7.01,17.0,400m_H,W,4.0,1999_WCH_Semi-Final 2 
"Alimzhanova, Natalya","1999 IAAF World Championships (Sevilla, ESP)",Semi-Final 2 ,1999-08-23,55.26,8.0,7,0.256,184.5,9,43.48,5.24,6.68,17.0,400m_H,W,6.0,1999_WCH_Semi-Final 2 
"Alimzhanova, Natalya","1999 IAAF World Championships (Sevilla, ESP)",Semi-Final 2 ,1999-08-23,55.26,8.0,7,0.256,184.5,10,48.74,5.26,6.65,17.0,400m_H,W,6.0,1999_WCH_Semi-Final 2 
"Alimzhanova, Natalya","1999 IAAF World Championships (Sevilla, ESP)",Semi-Final 2 ,1999-08-23,55.26,8.0,7,0.256,184.5,11,55.26,6.52,6.13,20.5,400m_H,W,7.0,1999_WCH_Semi-Final 2 
"Alonso, Mariam","1998 Spanish National Championships (San Sebastián, ESP)",FINAL,1998-08-02,60.1,6.0,3,interval,195.0,1,6.63,6.63,6.79,23.0,400m_H,W,1.0,1999_NCH_ESP_FINAL
"Alonso, Mariam","1998 Spanish National Championships (San Sebastián, ESP)",FINAL,1998-08-02,60.1,6.0,3,interval,195.0,2,11.23,4.59,7.61,16.0,400m_H,W,1.0,1999_NCH_ESP_FINAL
"Alonso, Mariam","1998 Spanish National Championships (San Sebastián, ESP)",FINAL,1998-08-02,60.1,6.0,3,interval,195.0,3,15.82,4.78,7.63,16.0,400m_H,W,1.0,1999_NCH_ESP_FINAL
"Alonso, Mariam","1998 Spanish National Championships (San Sebastián, ESP)",FINAL,1998-08-02,60.1,6.0,3,interval,195.0,4,20.6,5.0,7.32,16.0,400m_H,W,2.0,1999_NCH_ESP_FINAL
"Alonso, Mariam","1998 Spanish National Championships (San Sebastián, ESP)",FINAL,1998-08-02,60.1,6.0,3,interval,195.0,5,25.6,5.07,7.0,16.0,400m_H,W,2.0,1999_NCH_ESP_FINAL
"Alonso, Mariam","1998 Spanish National Championships (San Sebastián, ESP)",FINAL,1998-08-02,60.1,6.0,3,interval,195.0,6,30.67,5.25,6.9,16.0,400m_H,W,2.0,1999_NCH_ESP_FINAL
"Alonso, Mariam","1998 Spanish National Championships (San Sebastián, ESP)",FINAL,1998-08-02,60.1,6.0,3,interval,195.0,7,35.92,5.46,6.67,17.0,400m_H,W,2.0,1999_NCH_ESP_FINAL
"Alonso, Mariam","1998 Spanish National Championships (San Sebastián, ESP)",FINAL,1998-08-02,60.1,6.0,3,interval,195.0,8,41.38,5.71,6.41,17.0,400m_H,W,2.0,1999_NCH_ESP_FINAL
"Alonso, Mariam","1998 Spanish National Championships (San Sebastián, ESP)",FINAL,1998-08-02,60.1,6.0,3,interval,195.0,9,47.09,5.85,6.13,18.0,400m_H,W,2.0,1999_NCH_ESP_FINAL
"Alonso, Mariam","1998 Spanish National Championships (San Sebastián, ESP)",FINAL,1998-08-02,60.1,6.0,3,interval,195.0,10,52.94,7.16,5.98,18.0,400m_H,W,2.0,1999_NCH_ESP_FINAL
"Alonso, Mariam","1998 Spanish National Championships (San Sebastián, ESP)",FINAL,1998-08-02,60.1,6.0,3,interval,195.0,11,60.1,13.97,5.59,22.0,400m_H,W,3.0,1999_NCH_ESP_FINAL
"Ambrazine, Anna","1983 IAAF World Championships (Helsinki, FIN)",FINAL,1983-08-10,54.15,3.0,2,interval,191.0,1,6.69,6.69,6.73,24.0,400m_H,W,2.0,1983_WCH_FINAL
"Ambrazine, Anna","1983 IAAF World Championships (Helsinki, FIN)",FINAL,1983-08-10,54.15,3.0,2,interval,191.0,2,11.05,4.26,8.03,16.0,400m_H,W,2.0,1983_WCH_FINAL
"Ambrazine, Anna","1983 IAAF World Championships (Helsinki, FIN)",FINAL,1983-08-10,54.15,3.0,2,interval,191.0,3,15.31,4.26,8.22,16.0,400m_H,W,2.0,1983_WCH_FINAL
"Ambrazine, Anna","1983 IAAF World Championships (Helsinki, FIN)",FINAL,1983-08-10,54.15,3.0,2,interval,191.0,4,19.57,4.51,8.22,16.0,400m_H,W,2.0,1983_WCH_FINAL
"Ambrazine, Anna","1983 IAAF World Championships (Helsinki, FIN)",FINAL,1983-08-10,54.15,3.0,2,interval,191.0,5,24.08,4.57,7.76,16.0,400m_H,W,2.0,1983_WCH_FINAL
